kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.18,2829,-27.6353,-8.7887,41.84,39.91,60.09,0.07,48.53,34.0,66.0,0.1332,-0.0635
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.0,600,-6.0052,-1.4425,66.59,46.0,54.0,3.67,47.17,36.17,63.83,0.0544,-0.0382
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,55.32,197,-0.2845,-0.0618,70.95,22.34,77.66,31.47,46.7,40.1,59.9,0.2463,-0.0536
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.28,840,45.1322,4.8903,86.19,47.86,52.14,0.0,53.57,42.14,57.86,0.0292,0.1008
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.06,444,6.1335,1.1842,74.76,47.97,52.03,6.08,50.9,41.67,58.33,0.0162,-0.2173
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.96,2829,-27.6353,-8.7887,41.84,42.52,57.48,0.35,47.72,36.73,63.27,0.1981,-0.164
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.72,598,-6.0052,-1.4425,66.59,43.14,56.86,9.7,45.82,39.97,60.03,0.1564,-0.197
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,71.58,197,-0.2845,-0.0618,70.95,14.21,85.79,41.62,49.75,41.12,58.88,0.5411,0.1745
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.86,840,45.1322,4.8903,86.19,51.43,48.57,0.0,53.45,45.6,54.4,-0.0386,0.2069
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.6,444,6.1335,1.1842,74.76,48.2,51.8,15.99,54.05,47.97,52.03,0.027,-0.6135
