kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.34,3478,-16.5512,-6.2201,47.11,40.83,59.17,0.12,49.08,32.78,67.22,0.1266,0.053
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,7.76,1290,-3.9415,-1.3353,61.78,46.12,53.88,5.19,50.7,31.4,68.6,0.0323,0.0451
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,42.8,472,-0.0396,-0.0116,65.91,28.6,71.4,40.47,55.51,34.11,65.89,0.1749,0.0659
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,10.06,2255,23.6684,4.5363,82.87,44.97,55.03,0.0,50.91,39.73,60.27,0.0612,0.0651
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.24,1464,4.7563,1.4912,71.13,47.88,52.12,4.37,50.48,36.61,63.39,0.0293,0.0205
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.42,3476,-16.5659,-6.2223,47.11,43.79,56.21,0.63,50.06,35.87,64.13,0.1624,0.208
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,13.8,1290,-3.9415,-1.3353,61.78,43.1,56.9,11.32,49.07,35.81,64.19,0.1392,0.1894
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,63.98,472,-0.0396,-0.0116,65.91,18.01,81.99,48.09,55.72,30.08,69.92,0.3706,0.2813
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,2.26,2255,23.6684,4.5363,82.87,48.87,51.13,0.35,52.9,44.79,55.21,0.0361,0.196
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,9.02,1464,4.7563,1.4912,71.13,45.49,54.51,10.86,51.09,38.39,61.61,0.0862,-0.0571
