kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.48,2673,-18.1356,-6.5447,36.22,42.76,57.24,0.04,49.46,40.4,59.6,0.1037,-0.0276
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.34,578,-4.0782,-1.3556,56.91,45.33,54.67,6.92,47.75,44.29,55.71,0.0735,0.0303
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,56.02,191,0.0593,0.0198,62.41,21.99,78.01,37.17,49.21,41.88,58.12,0.2631,0.0291
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.84,1282,19.514,4.274,78.65,47.58,52.42,0.23,51.56,43.21,56.79,0.0296,-0.0211
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.58,578,5.1771,1.5995,68.33,46.71,53.29,5.36,48.62,45.33,54.67,0.0729,0.06
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.72,2671,-18.1393,-6.547,36.21,47.14,52.86,0.26,48.97,38.71,61.29,0.0907,-0.0744
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.54,578,-4.0782,-1.3556,56.91,42.73,57.27,16.26,47.23,42.21,57.79,0.1531,0.1419
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,75.92,191,0.0593,0.0198,62.41,12.04,87.96,45.55,50.79,44.5,55.5,0.5987,-0.0616
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.64,1282,19.514,4.274,78.65,53.82,46.18,0.62,54.52,46.65,53.35,-0.0981,-0.0349
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.3,578,5.1771,1.5995,68.33,45.85,54.15,12.46,50,45.33,54.67,0.1094,0.0805
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,3.64,2669,-18.1429,-6.5483,36.21,48.18,51.82,0.64,49.94,39.19,60.81,0.0555,-0.0973
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,24.22,578,-4.0782,-1.3556,56.91,37.89,62.11,20.76,46.54,40.14,59.86,0.3769,0.1122
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,74.86,191,0.0593,0.0198,62.41,12.57,87.43,50.79,53.93,47.64,52.36,0.8233,-0.2698
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.24,1282,19.514,4.274,78.65,55.62,44.38,1.33,55.23,48.6,51.4,-0.1862,-0.1157
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,10.38,578,5.1771,1.5995,68.33,44.81,55.19,17.47,51.04,46.54,53.46,0.1825,0.3161
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.68,2664,-18.16,-6.5541,36.19,50.34,49.66,1.91,48.8,39.98,60.02,-0.009,-0.2469
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,31.84,578,-4.0782,-1.3556,56.91,34.08,65.92,27.68,48.1,46.02,53.98,0.5812,0.5572
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.96,191,0.0593,0.0198,62.41,11.52,88.48,47.64,50.26,48.17,51.83,1.3862,-0.492
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,18.26,1282,19.514,4.274,78.65,59.13,40.87,2.34,56.01,52.73,47.27,-0.386,-0.2222
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,25.96,578,5.1771,1.5995,68.33,37.02,62.98,26.3,48.27,49.48,50.52,0.3953,0.3697
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,中强,20,275,-8.8683,-2.7857,12.9,60,40,0,50.55,58.91,41.09,-0.1874,-0.0365
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.88,2073,-4.0392,-1.2092,33.26,52.44,47.56,6.66,50.8,43.03,56.97,-0.0274,0.0013
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,55.14,865,-0.0345,-0.0112,49.02,22.43,77.57,36.3,49.02,41.62,58.38,0.2368,-0.0436
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,中强,29.94,157,9.3629,2.7531,86.6,64.97,35.03,0.64,51.59,39.49,60.51,-0.2813,-0.062
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.96,1932,4.0045,1.1942,64.91,52.48,47.52,6.57,50.72,39.13,60.87,-0.0331,0.0061
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,44.72,275,-8.8683,-2.7857,12.9,72.36,27.64,2.55,52.36,47.27,52.73,-0.61,0.23
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.78,2073,-4.0392,-1.2092,33.26,52.39,47.61,16.74,48.96,39.51,60.49,-0.0645,-0.0672
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,75.5,865,-0.0345,-0.0112,49.02,12.25,87.75,44.16,48.55,39.08,60.92,0.5162,0.0675
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,56.68,157,9.3629,2.7531,86.6,78.34,21.66,3.82,54.14,65.61,34.39,-0.7116,0.2864
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,9.44,1930,4.0028,1.1938,64.91,54.72,45.28,18.24,53.26,43.16,56.84,-0.0933,-0.0798
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,58.54,275,-8.8683,-2.7857,12.9,79.27,20.73,10.18,51.27,45.09,54.91,-0.8906,0.5448
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.84,2073,-4.0392,-1.2092,33.26,52.92,47.08,23.93,48.63,39.75,60.25,-0.062,-0.1059
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,80.58,865,-0.0345,-0.0112,49.02,9.71,90.29,47.17,48.67,39.19,60.81,0.735,0.177
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,69.42,157,9.3629,2.7531,86.6,84.71,15.29,7.64,50.32,62.42,37.58,-1.0823,0.4232
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,12.66,1928,4.0028,1.1938,64.91,56.33,43.67,26.82,53.16,45.44,54.56,-0.1258,-0.1877
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,77.46,275,-8.8683,-2.7857,12.9,88.73,11.27,18.18,43.64,42.55,57.45,-1.3255,-0.2819
