kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.36,3479,-14.925,-5.9625,39.97,41.82,58.18,0.09,48.66,34.46,65.54,0.1025,0.0023
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.86,1035,-3.8105,-1.3477,58.53,46.57,53.43,5.99,49.86,37.87,62.13,0.0351,0.0636
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,53.12,418,-0.0223,-0.0045,63.74,23.44,76.56,39.0,53.59,39.23,60.77,0.2282,0.0718
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.72,1781,20.0363,4.1989,82.21,49.64,50.36,0.17,52.72,44.97,55.03,0.0061,-0.0286
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.88,1270,4.5946,1.3686,69.51,49.06,50.94,4.65,51.57,35.91,64.09,0.0095,0.0188
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.22,3477,-14.9329,-5.9638,39.97,46.39,53.61,0.58,49.3,37.94,62.06,0.1034,0.0439
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.98,1035,-3.8105,-1.3477,58.53,45.51,54.49,13.53,50.82,39.23,60.77,0.1078,0.1621
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,71.3,418,-0.0223,-0.0045,63.74,14.35,85.65,44.74,53.59,39.47,60.53,0.5459,0.2599
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,12.52,1781,20.0363,4.1989,82.21,56.26,43.74,0.34,55.92,51.82,48.18,-0.1495,-0.0412
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.82,1270,4.5946,1.3686,69.51,47.09,52.91,12.36,53.23,39.61,60.39,0.0465,-0.0888
