kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.9,831,-23.4109,-7.1619,29.96,40.55,59.45,0.24,48.13,36.94,63.06,0.142,-0.0467
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.18,229,-5.3253,-1.3909,50.44,45.41,54.59,3.49,48.03,34.06,65.94,0.0316,0.0999
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,57.14,98,-0.0953,-0.0232,57.01,21.43,78.57,41.84,53.06,37.76,62.24,0.2358,-0.0242
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.56,365,29.6859,4.2897,81.02,51.78,48.22,0.0,53.42,47.4,52.6,-0.0322,0.0397
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.76,264,5.4687,1.2246,63.56,49.62,50.38,4.92,52.27,39.39,60.61,0.0049,0.0486
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.92,831,-23.4109,-7.1619,29.96,44.04,55.96,0.6,48.38,40.91,59.09,0.1843,-0.1744
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.56,229,-5.3253,-1.3909,50.44,46.72,53.28,10.92,51.53,34.93,65.07,0.0693,0.2732
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,67.34,98,-0.0953,-0.0232,57.01,16.33,83.67,42.86,53.06,36.73,63.27,0.4282,0.0599
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,12.32,365,29.6859,4.2897,81.02,56.16,43.84,0.0,55.34,52.05,47.95,-0.1589,0.1645
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.3,262,5.4342,1.215,63.5,51.15,48.85,15.27,53.44,46.95,53.05,-0.0109,0.1319
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.46,831,-23.4109,-7.1619,29.96,44.77,55.23,0.84,46.45,40.55,59.45,0.2127,-0.3684
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,19.66,229,-5.3253,-1.3909,50.44,40.17,59.83,17.47,49.78,35.81,64.19,0.148,0.6224
