kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,18.08,1438,-23.3425,-7.6233,29.61,40.96,59.04,0.0,48.4,35.47,64.53,0.113,-0.0741
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.68,219,-4.9923,-1.3646,54.1,45.66,54.34,5.48,46.58,36.53,63.47,0.0701,-0.0619
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,35.72,112,0.0293,0.0065,56.11,32.14,67.86,34.82,51.79,20.54,79.46,0.153,0.2149
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.5,1031,37.3878,5.0515,82.39,46.75,53.25,0.0,51.02,43.45,56.55,0.0568,0.182
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.6,345,6.5555,1.4047,62.66,48.7,51.3,4.93,51.3,37.1,62.9,0.0177,0.2159
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.16,1436,-23.3667,-7.6304,29.59,41.92,58.08,0.21,44.64,39.97,60.03,0.2371,-0.1864
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,21.46,219,-4.9923,-1.3646,54.1,39.27,60.73,12.33,46.12,40.18,59.82,0.1867,-0.243
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,73.22,112,0.0293,0.0065,56.11,13.39,86.61,41.96,48.21,31.25,68.75,0.4757,0.8063
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.56,1031,37.3878,5.0515,82.39,52.28,47.72,0.1,51.5,47.24,52.76,-0.045,0.6199
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,2.6,345,6.5555,1.4047,62.66,48.7,51.3,11.59,53.91,40.87,59.13,0.0265,0.3501
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.24,1434,-23.3702,-7.6388,29.56,43.38,56.62,0.63,45.33,38.63,61.37,0.223,-0.2807
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,26.94,219,-4.9923,-1.3646,54.1,36.53,63.47,15.53,44.29,42.92,57.08,0.2982,-0.6213
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,71.42,112,0.0293,0.0065,56.11,14.29,85.71,41.96,50.0,32.14,67.86,0.6665,0.873
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.86,1031,37.3878,5.0515,82.39,53.93,46.07,0.48,51.31,48.01,51.99,-0.1377,1.0245
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,9.56,345,6.5555,1.4047,62.66,45.22,54.78,13.04,51.88,40.87,59.13,0.1322,0.7626
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.38,1433,-23.3703,-7.6425,29.56,44.31,55.69,2.3,43.82,37.61,62.39,0.2919,-0.3884
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,30.24,215,-4.7933,-1.3128,53.89,34.88,65.12,23.72,47.91,40.93,59.07,0.6578,-1.5895
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,87.5,112,0.0293,0.0065,56.11,6.25,93.75,52.68,58.04,36.61,63.39,0.76,0.9334
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,10.38,1031,37.3878,5.0515,82.39,55.19,44.81,1.45,49.76,52.18,47.82,-0.2473,2.1096
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,23.48,345,6.5555,1.4047,62.66,38.26,61.74,20.29,50.14,42.03,57.97,0.3432,1.146
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,32.02,153,-10.9837,-2.4945,10.77,66.01,33.99,0.0,53.59,39.22,60.78,-0.149,-0.0914
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.88,1263,-4.6982,-1.108,30.49,51.94,48.06,5.86,51.23,30.64,69.36,-0.0242,0.0255
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,56.38,518,0.0189,0.0033,45.57,21.81,78.19,34.56,47.49,33.78,66.22,0.2203,0.0911
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,中强,24.74,186,15.9291,2.7052,86.19,62.37,37.63,0.54,52.69,61.29,38.71,-0.2874,0.1329
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,6.74,1025,5.6162,1.1537,63.1,53.37,46.63,6.83,52.98,44.2,55.8,-0.0341,0.0742
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,55.26,152,-10.9839,-2.4931,10.77,77.63,22.37,3.29,52.63,40.79,59.21,-0.6331,0.4626
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,0.32,1262,-4.6965,-1.1076,30.49,49.84,50.16,15.69,47.07,34.63,65.37,0.0037,-0.0052
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,74.9,518,0.0189,0.0033,45.57,12.55,87.45,41.31,48.07,37.07,62.93,0.5489,0.4578
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,48.38,186,15.9291,2.7052,86.19,74.19,25.81,3.23,54.84,67.2,32.8,-0.6404,0.6462
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,12.58,1025,5.6162,1.1537,63.1,56.29,43.71,18.63,55.22,49.66,50.34,-0.1349,0.1055
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,70.86,151,-10.9841,-2.4918,10.77,85.43,14.57,8.61,46.36,40.4,59.6,-0.9209,0.5015
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.56,1261,-4.6948,-1.1072,30.49,51.78,48.22,22.28,47.03,35.61,64.39,-0.0232,-0.0135
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,74.52,518,0.0189,0.0033,45.57,12.74,87.26,41.89,43.24,37.26,62.74,0.6211,0.7948
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,49.46,186,15.9291,2.7052,86.19,74.73,25.27,9.14,50.54,71.51,28.49,-0.8007,0.9811
