kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.46,2626,-20.3894,-7.6695,39.88,41.77,58.23,0.08,48.32,34.88,65.12,0.1129,-0.0548
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,5.96,638,-4.4413,-1.3436,63.99,47.02,52.98,3.92,49.84,35.74,64.26,0.0303,-0.0612
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,55.4,148,-0.0436,-0.0156,67.84,22.3,77.7,48.65,56.76,42.57,57.43,0.2673,-0.3788
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.54,732,19.5121,4.1715,85.44,49.73,50.27,0.68,51.78,46.72,53.28,0.0057,-0.1206
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.14,364,5.9646,1.6501,74.14,46.43,53.57,4.95,49.18,34.34,65.66,0.052,0.1996
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.3,2626,-20.3894,-7.6695,39.88,45.85,54.15,0.34,48.17,38.27,61.73,0.1132,-0.1389
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,10.38,636,-4.451,-1.344,63.97,44.81,55.19,8.49,46.7,40.57,59.43,0.13,-0.3872
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,70.28,148,-0.0436,-0.0156,67.84,14.86,85.14,47.97,55.41,48.65,51.35,0.4777,-0.9222
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,14.48,732,19.5121,4.1715,85.44,57.24,42.76,1.09,57.92,53.01,46.99,-0.1638,-0.253
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,11.54,364,5.9646,1.6501,74.14,44.23,55.77,11.54,48.63,42.58,57.42,0.1864,0.4387
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,3.74,2626,-20.3894,-7.6695,39.88,48.13,51.87,0.65,48.06,39.57,60.43,0.0688,-0.233
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,17.8,635,-4.4573,-1.344,63.94,41.1,58.9,10.71,43.62,41.57,58.43,0.2363,-0.7325
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,85.04,147,-0.0437,-0.0164,67.83,7.48,92.52,44.9,51.02,47.62,52.38,0.6096,-1.226
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,17.22,732,19.5121,4.1715,85.44,58.61,41.39,1.64,57.38,55.46,44.54,-0.2552,-0.3079
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,21.42,364,5.9646,1.6501,74.14,39.29,60.71,15.93,47.8,44.78,55.22,0.3244,0.5392
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,1.38,2626,-20.3894,-7.6695,39.88,50.69,49.31,1.29,46.15,40.97,59.03,-0.0236,-0.5516
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,28.8,632,-4.451,-1.344,63.91,35.6,64.4,17.56,44.62,43.35,56.65,0.483,-0.7808
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,83.56,146,-0.0436,-0.0156,67.82,8.22,91.78,47.95,52.74,47.95,52.05,1.1152,-1.9562
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,19.4,732,19.5121,4.1715,85.44,59.7,40.3,3.83,54.51,56.42,43.58,-0.3821,-0.4271
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,强,32.78,363,5.9695,1.6515,74.13,33.61,66.39,28.37,47.11,53.99,46.01,0.5655,-0.1111
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,中强,24.8,250,-9.8922,-2.8642,15.39,62.4,37.6,0.0,50.0,35.2,64.8,-0.1509,-0.2302
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.08,2012,-4.2966,-1.2736,35.48,51.54,48.46,5.27,49.25,32.6,67.4,-0.0169,-0.0579
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,56.9,789,-0.0272,-0.0095,51.26,21.55,78.45,35.99,49.05,32.83,67.17,0.219,-0.0376
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,中强,29.68,182,8.3072,2.466,89.05,64.84,35.16,0.55,53.3,62.09,37.91,-0.2071,-0.3704
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.26,1275,3.7565,1.1029,65.78,52.63,47.37,8.47,51.53,43.76,56.24,-0.0278,0.0127
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,44.8,250,-9.8922,-2.8642,15.39,72.4,27.6,1.2,50.4,36.4,63.6,-0.4707,-0.4314
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.16,2012,-4.2966,-1.2736,35.48,52.58,47.42,15.06,48.46,34.84,65.16,-0.0619,-0.1927
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,71.82,788,-0.0279,-0.0106,51.25,14.09,85.91,45.3,51.65,38.07,61.93,0.4915,-0.274
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,56.04,182,8.3072,2.466,89.05,78.02,21.98,7.14,54.95,68.68,31.32,-0.6183,-0.5414
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,9.42,1274,3.7565,1.1033,65.78,54.71,45.29,21.66,54.24,51.88,48.12,-0.0978,0.029
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,59.2,250,-9.8922,-2.8642,15.39,79.6,20.4,5.2,48.0,30.0,70.0,-0.9486,-0.4965
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.76,2012,-4.2966,-1.2736,35.48,52.88,47.12,21.07,47.42,36.13,63.87,-0.0529,-0.3212
