kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,24.92,975,-47.5717,-11.1716,60.45,37.54,62.46,0,47.9,43.69,56.31,0.2087,-0.0211
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,10.92,119,-11.8942,-1.3659,80.05,44.54,55.46,5.04,46.22,48.74,51.26,0.0846,-0.2632
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,74.54,55,0.1029,0.0112,91.29,12.73,87.27,43.64,54.55,41.82,58.18,0.1804,0.347
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.62,313,28.6792,2.3277,93,54.31,45.69,1.28,56.87,44.73,55.27,-0.0567,-0.1401
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,12.5,16,12.6737,0.8253,84.12,43.75,56.25,12.5,56.25,50,50,0.0336,0.4844
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,26.42,973,-47.5717,-11.1649,60.49,36.79,63.21,0.21,45.02,39.16,60.84,0.3985,-0.1488
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,15.96,119,-11.8942,-1.3659,80.05,42.02,57.98,12.61,42.86,46.22,53.78,0.2137,-1.1247
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,74.54,55,0.1029,0.0112,91.29,12.73,87.27,49.09,54.55,40,60,0.402,0.8138
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.26,313,28.6792,2.3277,93,54.63,45.37,3.51,59.42,46.33,53.67,-0.0867,-0.0971
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,50,16,12.6737,0.8253,84.12,25,75,31.25,50,50,50,0.3157,-0.0818
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,29.36,971,-47.6285,-11.1455,60.51,35.32,64.68,0.21,42.53,40.06,59.94,0.5982,-0.3232
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,27.74,119,-11.8942,-1.3659,80.05,36.13,63.87,16.81,42.86,49.58,50.42,0.3947,-1.1679
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,81.82,55,0.1029,0.0112,91.29,9.09,90.91,45.45,54.55,38.18,61.82,0.5068,-0.0094
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.8,313,28.6792,2.3277,93,52.4,47.6,6.71,54.63,45.69,54.31,-0.1084,0.2837
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,75,16,12.6737,0.8253,84.12,12.5,87.5,37.5,62.5,50,50,0.3204,-3.9648
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,24.22,966,-47.7906,-11.0811,60.64,37.89,62.11,1.04,39.23,41.3,58.7,1.0696,-0.4494
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,29.42,119,-11.8942,-1.3659,80.05,35.29,64.71,25.21,46.22,47.06,52.94,0.3961,-0.4242
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,92.72,55,0.1029,0.0112,91.29,3.64,96.36,54.55,58.18,38.18,61.82,1.2184,-0.1178
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,11.82,313,28.6792,2.3277,93,55.91,44.09,10.22,59.42,46.96,53.04,-0.2153,0.1097
