kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,15.56,334,-30.8092,-4.7896,51.06,42.22,57.78,0.0,47.9,34.43,65.57,0.0943,0.1594
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,21.32,61,-11.7446,-1.3143,71.31,39.34,60.66,4.92,45.9,39.34,60.66,0.1174,-0.2511
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,71.42,21,-0.0321,-0.0038,77.49,14.29,85.71,33.33,47.62,42.86,57.14,0.2485,1.2758
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,41.18,34,15.3073,1.5937,87.65,70.59,29.41,5.88,70.59,55.88,44.12,-0.4067,-1.9831
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,20.0,30,8.7046,0.9461,82.01,40.0,60.0,6.67,40.0,36.67,63.33,0.0974,-0.3019
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.66,332,-30.9353,-4.7728,51.07,43.67,56.33,0.3,48.19,39.16,60.84,0.1716,0.2443
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,18.04,61,-11.7446,-1.3143,71.31,40.98,59.02,14.75,45.9,37.7,62.3,0.1919,1.1663
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,61.9,21,-0.0321,-0.0038,77.49,19.05,80.95,61.9,66.67,71.43,28.57,0.5912,-0.5368
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,47.06,34,15.3073,1.5937,87.65,73.53,26.47,11.76,76.47,58.82,41.18,-0.3771,-5.2915
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,20.0,30,8.7046,0.9461,82.01,40.0,60.0,16.67,46.67,40.0,60.0,0.0671,-0.6514
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,13.94,330,-30.9595,-4.7681,51.16,43.03,56.97,0.61,45.76,40.3,59.7,0.2755,0.2616
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,50.82,61,-11.7446,-1.3143,71.31,24.59,75.41,22.95,40.98,37.7,62.3,0.4187,1.7009
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,80.96,21,-0.0321,-0.0038,77.49,9.52,90.48,61.9,66.67,66.67,33.33,0.3902,-3.0134
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,35.3,34,15.3073,1.5937,87.65,67.65,32.35,17.65,76.47,58.82,41.18,-0.4356,-5.7859
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,33.34,30,8.7046,0.9461,82.01,33.33,66.67,23.33,43.33,46.67,53.33,0.3175,-2.5919
