kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,30.44,23,-52.409,-3.7351,0,34.78,65.22,0,43.48,52.17,47.83,0.1496,1.8453
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,25.92,27,-25.7908,-1.4793,38.64,37.04,62.96,3.7,40.74,44.44,55.56,0.0793,1.2299
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,20,15,-2.0198,-0.0934,52.53,40,60,33.33,66.67,46.67,53.33,0.0417,-3.2508
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,0,12,128.3034,3.3018,82.83,50,50,0,50,41.67,58.33,-0.0772,7.533
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,26.32,38,41.4417,1.1834,61.68,63.16,36.84,2.63,68.42,60.53,39.47,-0.1591,-1.034
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,样本偏少,47.82,23,-52.409,-3.7351,0,26.09,73.91,8.7,43.48,56.52,43.48,0.5362,20.0308
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,样本偏少,36,25,-26.2727,-1.3668,38.86,32,68,4,48,24,76,0.1434,8.1593
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,73.34,15,-2.0198,-0.0934,52.53,13.33,86.67,33.33,40,73.33,26.67,0.573,1.0589
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,样本偏少,33.34,12,128.3034,3.3018,82.83,66.67,33.33,0,50,66.67,33.33,-0.4803,7.7929
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,样本偏少,42.1,38,41.4417,1.1834,61.68,71.05,28.95,5.26,71.05,60.53,39.47,-0.2952,-5.6541
