kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.16,3867,-17.9393,-6.7266,57.81,40.42,59.58,0.08,46.16,32.3,67.7,0.1376,0.0369
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,3.5,1142,-3.8247,-1.3425,57.81,48.25,51.75,5.34,50.96,33.98,66.02,0.0202,-0.0168
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,53.7,473,0.0,0.0,57.81,18.18,71.88,30.23,41.65,32.77,67.23,0.1984,-0.0531
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.22,2125,25.4485,4.479,57.81,47.39,52.61,0.05,51.34,40.71,59.29,0.0346,0.0887
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.02,1353,5.0211,1.4311,57.81,46.49,53.51,4.66,49.37,36.73,63.27,0.0342,0.0748
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.54,3867,-17.9393,-6.7266,57.81,43.73,56.27,0.59,46.86,34.01,65.99,0.1763,0.116
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,6.84,1142,-3.8247,-1.3425,57.81,46.58,53.42,13.75,50.44,39.4,60.6,0.0898,-0.0299
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,65.54,473,0.0,0.0,57.81,12.47,78.01,36.58,44.82,35.94,64.06,0.5518,-0.0152
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.1,2123,25.44,4.485,57.81,52.05,47.95,0.52,53.65,44.84,55.16,-0.0524,0.2501
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,9.24,1353,5.0211,1.4311,57.81,45.38,54.62,11.46,49.89,37.1,62.9,0.1194,0.2486
