kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,15.36,742,-22.0932,-6.3647,39.67,42.32,57.68,0.0,49.6,34.5,65.5,0.0989,0.0587
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,5.5,345,-6.1014,-1.3121,64.41,47.25,52.75,5.8,50.14,33.62,66.38,0.0206,0.2292
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,60.28,146,0.0405,0.0101,70.69,19.86,80.14,45.89,54.79,34.93,65.07,0.2463,0.0514
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,10.66,291,22.6418,3.6494,86.66,55.33,44.67,0.34,58.08,54.64,45.36,-0.1016,-0.3042
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.54,379,7.0807,1.3496,75.48,52.77,47.23,4.75,53.3,42.22,57.78,-0.025,-0.0846
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,15.14,740,-22.0851,-6.3576,39.7,42.43,57.57,0.0,48.51,35.0,65.0,0.121,0.0153
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,0.28,345,-6.1014,-1.3121,64.41,49.86,50.14,17.68,58.55,38.26,61.74,0.0003,1.0258
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.98,146,0.0405,0.0101,70.69,13.01,86.99,47.26,54.11,35.62,64.38,0.5575,0.2184
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,23.72,291,22.6418,3.6494,86.66,61.86,38.14,0.34,58.42,60.14,39.86,-0.2368,-0.5038
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.54,379,7.0807,1.3496,75.48,52.77,47.23,15.57,58.84,44.33,55.67,-0.0565,-0.6426
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.52,738,-22.0575,-6.3521,39.75,40.24,59.76,0.14,46.61,38.08,61.92,0.2649,-0.0664
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,0.28,345,-6.1014,-1.3121,64.41,49.86,50.14,22.61,60.29,37.68,62.32,0.0027,1.5438
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.98,146,0.0405,0.0101,70.69,13.01,86.99,48.63,52.74,40.41,59.59,0.6392,0.2438
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,22.34,291,22.6418,3.6494,86.66,61.17,38.83,0.69,60.48,59.11,40.89,-0.3166,-0.6744
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.48,379,7.0807,1.3496,75.48,47.76,52.24,20.58,56.2,47.76,52.24,0.0404,-0.8864
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,20.06,733,-21.9481,-6.3348,39.98,39.97,60.03,1.36,44.61,39.84,60.16,0.4991,-0.123
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,7.82,345,-6.1014,-1.3121,64.41,46.09,53.91,32.46,60.29,38.84,61.16,0.071,2.5613
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,82.2,146,0.0405,0.0101,70.69,8.9,91.1,49.32,53.42,39.73,60.27,0.8985,-0.1088
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,27.14,291,22.6418,3.6494,86.66,63.57,36.43,5.5,58.76,63.92,36.08,-0.7964,-2.0112
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,12.92,379,7.0807,1.3496,75.48,43.54,56.46,27.97,56.73,39.84,60.16,0.2369,-0.7971
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,22.8,57,-13.2827,-2.7032,12.68,61.4,38.6,0.0,50.88,26.32,73.68,-0.3326,0.0694
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.04,889,-6.0568,-1.2227,35.55,51.52,48.48,4.61,49.04,29.7,70.3,-0.0154,0.0424
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,66.3,267,-0.1537,-0.0346,53.34,16.85,83.15,37.08,46.82,44.94,55.06,0.3179,-0.022
