kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中强,19.46,946,-39.0284,-8.0523,39.55,40.27,59.73,0.0,48.73,35.41,64.59,0.137,0.034
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,0.84,238,-10.2355,-1.3257,67.38,49.58,50.42,5.46,52.94,31.51,68.49,0.0171,0.7265
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,42.06,107,-0.3993,-0.0435,70.83,28.97,71.03,38.32,54.21,39.25,60.75,0.1966,-0.2156
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.4,257,77.4467,3.5648,82.55,53.7,46.3,0.0,55.25,51.36,48.64,-0.0663,-0.237
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,0.0,338,14.2612,1.3552,77.05,50.0,50.0,5.03,53.55,41.72,58.28,-0.0001,-0.1843
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,14.4,944,-39.0498,-8.0483,39.58,42.8,57.2,0.32,48.31,37.82,62.18,0.2192,0.0887
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,1.68,238,-10.2355,-1.3257,67.38,49.16,50.84,13.45,54.62,34.87,65.13,0.0065,1.8135
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,样本偏少,77.58,107,-0.3993,-0.0435,70.83,11.21,88.79,51.4,57.01,45.79,54.21,0.5713,1.3397
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,20.62,257,77.4467,3.5648,82.55,60.31,39.69,0.39,58.75,61.09,38.91,-0.2799,-1.0074
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.7,338,14.2612,1.3552,77.05,46.15,53.85,10.65,53.25,40.24,59.76,0.0803,-0.4977
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.1,942,-39.0824,-8.0374,39.55,43.95,56.05,0.74,50.0,34.61,65.39,0.2267,0.1469
