kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,16.88,2570,-18.816,-5.749,30.58,41.56,58.44,0.16,49.84,33.39,66.61,0.1103,0.0694
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,9.5,568,-4.773,-1.2935,48.83,45.25,54.75,6.51,48.06,38.2,61.8,0.0642,0.0261
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,53.26,261,0.1056,0.0242,55.28,23.37,76.63,36.02,50.57,36.78,63.22,0.2216,-0.1499
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.9,1644,27.9092,4.7155,72.81,48.05,51.95,0.0,51.52,42.09,57.91,0.0332,0.0137
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,7.12,872,6.4821,1.4206,60.09,46.44,53.56,3.67,48.74,35.78,64.22,0.042,0.1143
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,9.12,2568,-18.816,-5.7458,30.6,45.44,54.56,0.58,50.82,37.23,62.77,0.1291,0.1771
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.08,568,-4.773,-1.2935,48.83,42.96,57.04,14.79,48.42,45.25,54.75,0.1613,-0.0813
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.94,261,0.1056,0.0242,55.28,13.03,86.97,38.31,46.36,35.25,64.75,0.4259,0.1706
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.52,1644,27.9092,4.7155,72.81,54.26,45.74,0.3,54.14,47.51,52.49,-0.1021,0.0769
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,12.62,872,6.4821,1.4206,60.09,43.69,56.31,11.58,47.94,40.6,59.4,0.1398,0.2948
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,6.54,2566,-18.8228,-5.7408,30.61,46.73,53.27,1.17,50.9,36.98,63.02,0.1059,0.306
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,18.66,568,-4.773,-1.2935,48.83,40.67,59.33,18.84,48.24,49.65,50.35,0.2477,-0.3058
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,74.72,261,0.1056,0.0242,55.28,12.64,87.36,42.53,49.81,35.25,64.75,0.7142,0.7141
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,9.0,1644,27.9092,4.7155,72.81,54.5,45.5,0.79,52.8,49.27,50.73,-0.1337,0.1787
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,16.28,872,6.4821,1.4206,60.09,41.86,58.14,15.83,49.66,41.06,58.94,0.1889,0.3115
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.26,2561,-18.8339,-5.7376,30.6,47.87,52.13,2.66,50.88,38.03,61.97,0.102,0.6322
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,29.92,568,-4.773,-1.2935,48.83,35.04,64.96,26.76,46.83,50.18,49.82,0.6096,-0.5165
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,89.28,261,0.1056,0.0242,55.28,5.36,94.64,43.68,49.43,38.31,61.69,1.1249,1.5399
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,15.7,1644,27.9092,4.7155,72.81,57.85,42.15,2.55,53.22,50.0,50.0,-0.306,0.4146
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,22.24,872,6.4821,1.4206,60.09,38.88,61.12,24.08,50.8,47.02,52.98,0.3117,0.3386
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,中强,28.52,235,-13.8941,-2.7217,29.55,64.26,35.74,0.0,57.02,33.19,66.81,-0.1801,0.6115
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,2.52,2345,-4.8056,-1.2103,45.85,51.26,48.74,6.18,50.32,31.77,68.23,-0.0124,-0.0417
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,54.66,944,-0.0281,-0.006,58.25,22.67,77.33,38.45,50.0,32.1,67.9,0.2116,0.0566
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,31.1,238,14.3417,2.8498,86.09,65.55,34.45,0.0,53.36,58.4,41.6,-0.1944,-0.1909
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.3,2153,5.266,1.2027,69.11,53.65,46.35,6.36,51.97,42.27,57.73,-0.0442,0.1033
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,52.34,235,-13.8941,-2.7217,29.55,76.17,23.83,3.4,60.43,29.36,70.64,-0.5341,1.574
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.28,2343,-4.8056,-1.2101,45.85,51.64,48.36,16.52,49.42,35.3,64.7,-0.0358,-0.0473
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,71.82,944,-0.0281,-0.006,58.25,14.09,85.91,43.86,49.47,35.59,64.41,0.4811,0.0951
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,48.74,238,14.3417,2.8498,86.09,74.37,25.63,1.26,55.88,65.55,34.45,-0.5632,-0.2419
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,9.62,2153,5.266,1.2027,69.11,54.81,45.19,16.95,50.77,48.86,51.14,-0.0908,0.2534
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,62.56,235,-13.8941,-2.7217,29.55,81.28,18.72,11.06,62.98,30.64,69.36,-0.8147,1.9851
