kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.02,2443,-15.8889,-6.0659,45.25,44.49,55.51,0.04,51.94,32.95,67.05,0.0877,0.0599
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,0.94,1058,-3.1438,-1.3914,63.18,49.53,50.47,4.91,52.46,33.08,66.92,0.0099,-0.0041
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,54.32,394,-0.038,-0.0167,69.17,22.84,77.16,35.79,50.0,31.47,68.53,0.192,0.1705
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,13.82,3688,13.4604,5.3641,79.82,43.09,56.91,0.05,47.13,39.05,60.95,0.1055,0.0587
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,13.66,1376,4.3592,1.5157,71.97,43.17,56.83,4.43,46.58,31.1,68.9,0.0777,0.0566
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,1.6,2443,-15.8889,-6.0659,45.25,49.2,50.8,0.2,54.81,35.04,64.96,0.0259,0.1579
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,7.38,1058,-3.1438,-1.3914,63.18,46.31,53.69,12.85,53.21,36.11,63.89,0.0728,0.0543
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,67.0,394,-0.038,-0.0167,69.17,16.5,83.5,40.1,48.98,30.2,69.8,0.4284,0.4873
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.46,3686,13.478,5.3643,79.82,46.77,53.23,0.33,47.72,43.57,56.43,0.098,0.1641
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,16.42,1376,4.3592,1.5157,71.97,41.79,58.21,11.05,47.38,30.89,69.11,0.1666,0.2113
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.54,2443,-15.8889,-6.0659,45.25,49.73,50.27,0.49,53.3,36.35,63.65,0.0118,0.2311
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,11.9,1058,-3.1438,-1.3914,63.18,44.05,55.95,17.67,51.61,37.15,62.85,0.135,0.0031
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,71.06,394,-0.038,-0.0167,69.17,14.47,85.53,42.64,51.78,31.22,68.78,0.4965,0.8569
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.2,3684,13.4946,5.3658,79.82,48.4,51.6,0.62,48.21,45.52,54.48,0.0608,0.2986
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,19.92,1376,4.3592,1.5157,71.97,40.04,59.96,14.9,46.58,31.98,68.02,0.2337,0.3493
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.62,2443,-15.8889,-6.0659,45.25,50.31,49.69,1.72,54.97,37.54,62.46,-0.0193,0.3972
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,20.6,1058,-3.1438,-1.3914,63.18,39.7,60.3,26.37,54.63,40.83,59.17,0.3316,0.3588
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,82.74,394,-0.038,-0.0167,69.17,8.63,91.37,46.45,53.05,37.82,62.18,0.7637,0.8941
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.26,3680,13.5074,5.3687,79.83,51.63,48.37,1.82,47.17,47.45,52.55,-0.0883,0.6889
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中强,26.26,1375,4.3668,1.5154,71.97,36.87,63.13,20.29,48.0,36.36,63.64,0.3989,0.5569
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,中强,20.0,295,-8.4016,-2.8688,22.35,60.0,40.0,0.0,54.24,39.66,60.34,-0.1365,-0.0583
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,5.74,3176,-3.2304,-1.1759,43.11,52.87,47.13,5.98,53.27,29.35,70.65,-0.0427,0.0133
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,51.68,1457,0.013,0.0065,57.13,24.16,75.84,35.35,47.22,29.65,70.35,0.2002,0.0219
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,31.98,494,6.8758,2.7249,87.97,65.99,34.01,0.61,52.23,59.72,40.28,-0.2387,0.1109
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,2.3,3537,2.52,1.1568,69.21,48.85,51.15,5.94,46.99,38.76,61.24,0.0143,0.1108
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,51.54,293,-8.452,-2.8688,22.35,75.77,24.23,1.37,59.04,39.25,60.75,-0.6433,0.3547
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,10.14,3176,-3.2304,-1.1759,43.11,55.07,44.93,17.38,53.4,29.94,70.06,-0.0817,0.0155
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,70.62,1457,0.013,0.0065,57.13,14.69,85.31,40.29,47.56,29.24,70.76,0.5054,0.1589
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,53.04,494,6.8758,2.7249,87.97,76.52,23.48,4.45,55.87,68.42,31.58,-0.8379,0.3286
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,1.1,3537,2.52,1.1568,69.21,50.55,49.45,15.83,45.77,44.05,55.95,-0.0076,0.2781
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,57.68,293,-8.452,-2.8688,22.35,78.84,21.16,10.24,52.9,40.27,59.73,-0.9572,0.3916
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.82,3174,-3.2313,-1.1757,43.11,53.91,46.09,24.29,52.77,30.66,69.34,-0.0819,-0.0396
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,76.8,1457,0.013,0.0065,57.13,11.6,88.4,42.96,46.74,32.12,67.88,0.6123,0.3868
