kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,12.26,5532,-16.7211,-5.962,61.53,43.87,56.13,0.02,49.78,34.33,65.67,0.0866,0.0153
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,10.74,1640,-4.4399,-1.5439,71.45,44.63,55.37,4.27,46.46,38.54,61.46,0.0695,-0.0831
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,56.76,458,-0.0008,-0.0003,76.69,21.62,78.38,39.74,51.09,38.21,61.79,0.2513,0.2044
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.28,3228,21.7314,4.6027,86.44,47.86,52.14,0.09,51.49,41.2,58.8,0.0331,0.0702
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.3,1620,4.9879,1.4151,78.41,46.85,53.15,4.44,48.77,35.62,64.38,0.0404,0.0413
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.86,5530,-16.724,-5.962,61.53,47.07,52.93,0.22,49.84,37.02,62.98,0.0713,0.0523
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,19.4,1640,-4.4399,-1.5439,71.45,40.3,59.7,9.82,43.72,41.46,58.54,0.217,-0.2306
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.86,458,-0.0008,-0.0003,76.69,11.57,88.43,44.1,48.91,41.7,58.3,0.5532,0.3064
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.7,3228,21.7314,4.6027,86.44,52.85,47.15,0.37,52.57,46.65,53.35,-0.0761,0.2054
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.18,1620,4.9879,1.4151,78.41,46.91,53.09,10.8,50.19,40.49,59.51,0.076,0.1447
