kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,17.66,1982,-20.7373,-6.8306,35.06,41.17,58.83,0.1,49.14,33.91,66.09,0.1127,-0.0306
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,11.42,420,-4.5298,-1.2899,55.46,44.29,55.71,5.0,47.38,34.52,65.48,0.0545,-0.1026
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,51.48,136,-0.0059,-0.0018,61.91,24.26,75.74,33.09,45.59,33.82,66.18,0.1938,-0.0092
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.28,811,30.6228,4.4655,79.9,46.86,53.14,0.0,52.03,42.17,57.83,0.0322,0.1681
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.56,386,6.002,1.4185,65.9,50.78,49.22,6.22,51.81,44.56,55.44,-0.011,-0.0478
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,10.7,1982,-20.7373,-6.8306,35.06,44.65,55.35,0.55,47.17,37.13,62.87,0.1433,-0.0746
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.36,418,-4.5298,-1.2899,55.45,42.82,57.18,12.2,46.41,38.52,61.48,0.1275,-0.3409
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,69.12,136,-0.0059,-0.0018,61.91,15.44,84.56,38.97,44.12,40.44,59.56,0.4047,-0.3653
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,0.86,811,30.6228,4.4655,79.9,50.43,49.57,0.12,51.79,49.94,50.06,-0.0043,0.4915
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,4.14,386,6.002,1.4185,65.9,47.93,52.07,15.54,51.04,52.07,47.93,0.0344,0.0018
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,7.26,1982,-20.7373,-6.8306,35.06,46.37,53.63,1.16,48.23,37.44,62.56,0.1099,-0.0942
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,18.75,416,-4.5298,-1.2899,55.44,40.63,59.38,15.63,46.88,37.98,62.02,0.2328,-0.3943
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,75.0,136,-0.0059,-0.0018,61.91,12.5,87.5,42.65,50.74,40.44,59.56,0.7399,-1.05
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,5.54,811,30.6228,4.4655,79.9,52.77,47.23,0.49,50.55,52.16,47.84,-0.1008,0.8446
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,1.04,386,6.002,1.4185,65.9,49.48,50.52,20.21,54.66,54.15,45.85,0.0127,-0.2034
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.14,1982,-20.7373,-6.8306,35.06,47.43,52.57,3.03,47.28,39.56,60.44,0.1346,-0.1396
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,强,35.76,411,-4.614,-1.2985,55.35,32.12,67.88,18.25,38.93,38.2,61.8,0.7546,-1.0599
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,89.7,136,-0.0059,-0.0018,61.91,5.15,94.85,43.38,44.85,48.53,51.47,1.205,-1.7932
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,14.68,811,30.6228,4.4655,79.9,57.34,42.66,2.84,49.57,51.17,48.83,-0.2767,1.5796
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,5.18,386,6.002,1.4185,65.9,47.41,52.59,26.68,53.89,53.89,46.11,0.0691,-0.2912
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,19.66,117,-11.5818,-2.7509,12.38,59.83,40.17,0.0,50.43,34.19,65.81,-0.1905,-0.1063
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,3.1,1647,-4.9551,-1.2578,32.3,51.55,48.45,4.74,49.3,30.18,69.82,-0.0137,-0.0389
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,57.76,587,-0.1119,-0.0269,48.01,21.12,78.88,34.75,47.36,34.24,65.76,0.2503,0.0226
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,43.18,88,12.9509,2.794,85.58,71.59,28.41,0.0,57.95,67.05,32.95,-0.3156,0.1351
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.34,1296,4.8795,1.1158,62.89,54.17,45.83,7.18,52.39,44.75,55.25,-0.0648,0.0496
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,样本偏少,45.3,117,-11.5818,-2.7509,12.38,72.65,27.35,1.71,47.01,30.77,69.23,-0.4695,-0.4451
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,6.8,1646,-4.9562,-1.2582,32.27,53.4,46.6,13.24,49.21,33.96,66.04,-0.0708,-0.07
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,72.7,586,-0.1079,-0.0266,48.02,13.65,86.35,41.64,45.9,38.91,61.09,0.5084,0.0143
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,样本偏少,63.64,88,12.9509,2.794,85.58,81.82,18.18,2.27,57.95,80.68,19.32,-0.7082,0.3637
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,14.36,1296,4.8795,1.1158,62.89,57.18,42.82,17.98,54.55,51.23,48.77,-0.1295,0.1437
