kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.3,3382,-9.7773,-5.4295,36.55,44.35,55.65,0.03,50.03,36.55,63.45,0.0766,0.0056
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.28,1086,-2.56,-1.4452,54.41,45.86,54.14,4.6,48.25,39.78,60.22,0.0403,-0.0055
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,49.88,399,-0.0218,-0.0136,60.89,25.06,74.94,38.35,51.13,34.34,65.66,0.1778,-0.001
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,8.26,1683,12.9206,4.2995,81.46,45.87,54.13,0.06,50.8,41.47,58.53,0.0587,-0.0107
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.08,1216,2.8296,1.3902,67.07,46.96,53.04,4.36,49.84,38.73,61.27,0.0321,0.0146
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.5,3380,-9.7796,-5.4325,36.55,47.25,52.75,0.27,50.98,37.43,62.57,0.0737,0.021
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.36,1086,-2.56,-1.4452,54.41,42.82,57.18,11.97,49.08,40.98,59.02,0.1378,0.0023
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,69.42,399,-0.0218,-0.0136,60.89,15.29,84.71,39.6,48.62,37.34,62.66,0.4534,-0.0665
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,3.98,1683,12.9206,4.2995,81.46,51.99,48.01,0.59,52.35,47.06,52.94,-0.0388,-0.0126
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,6.58,1216,2.8296,1.3902,67.07,46.71,53.29,10.61,50.74,41.61,58.39,0.0776,0.0073
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,5.32,3378,-9.7817,-5.4337,36.55,47.34,52.66,0.71,49.73,39.14,60.86,0.067,0.0463
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,18.96,1086,-2.56,-1.4452,54.41,40.52,59.48,16.67,48.16,40.7,59.3,0.2099,-0.0441
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,76.44,399,-0.0218,-0.0136,60.89,11.78,88.22,42.36,47.62,36.84,63.16,0.6829,0.1393
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中,12.66,1683,12.9206,4.2995,81.46,56.33,43.67,1.07,54.66,51.1,48.9,-0.2002,-0.0035
233MA,ma233,大周期天气过滤,233MA上侧偏离,5,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,8.38,1216,2.8296,1.3902,67.07,45.81,54.19,16.45,52.88,43.67,56.33,0.1182,-0.0861
233MA,ma233,大周期天气过滤,233MA下侧极端,10,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,0.14,3373,-9.7859,-5.4429,36.54,50.07,49.93,2.34,49.81,41.03,58.97,-0.0023,0.0643
233MA,ma233,大周期天气过滤,233MA下侧偏离,10,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,24.3,1086,-2.56,-1.4452,54.41,37.85,62.15,22.38,48.9,44.01,55.99,0.4442,0.0189
233MA,ma233,大周期天气过滤,233MA贴近中轴,10,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,81.46,399,-0.0218,-0.0136,60.89,9.27,90.73,44.36,48.62,33.33,66.67,0.9472,0.2273
233MA,ma233,大周期天气过滤,233MA上侧极端,10,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,中强,20.38,1683,12.9206,4.2995,81.46,60.19,39.81,3.21,53.95,52.53,47.47,-0.3552,-0.0375
233MA,ma233,大周期天气过滤,233MA上侧偏离,10,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,14.96,1216,2.8296,1.3902,67.07,42.52,57.48,24.26,53.87,46.55,53.45,0.2794,-0.1839
中值,middle,短期拉伸/回归,中值下侧极端,1,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,35.84,159,-6.3369,-2.8074,15.21,67.92,32.08,0.63,54.72,59.75,40.25,-0.2092,0.186
中值,middle,短期拉伸/回归,中值下侧偏离,1,短期下侧偏离,轻微回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.8,3105,-2.2884,-1.078,35.97,54.4,45.6,6.6,51.5,40.32,59.68,-0.0456,0.0012
中值,middle,短期拉伸/回归,中值贴近中轴,1,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,49.54,1407,0.0055,0.0042,49.99,25.23,74.77,36.03,52.03,33.83,66.17,0.2001,-0.044
中值,middle,短期拉伸/回归,中值上侧极端,1,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,32.08,265,6.2038,2.7805,84.92,66.04,33.96,0,56.23,42.64,57.36,-0.3103,-0.198
中值,middle,短期拉伸/回归,中值上侧偏离,1,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,4.66,2830,2.4036,1.1303,63.89,52.33,47.67,6.36,51.1,36.68,63.32,-0.0285,0.033
中值,middle,短期拉伸/回归,中值下侧极端,3,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,63.52,159,-6.3369,-2.8074,15.21,81.76,18.24,4.4,60.38,54.09,45.91,-0.7675,0.253
中值,middle,短期拉伸/回归,中值下侧偏离,3,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,11.18,3103,-2.2885,-1.078,35.97,55.59,44.41,16.85,51.47,38.29,61.71,-0.0942,0.0517
中值,middle,短期拉伸/回归,中值贴近中轴,3,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,71.28,1407,0.0055,0.0042,49.99,14.36,85.64,43.21,50.82,36.82,63.18,0.449,-0.1566
中值,middle,短期拉伸/回归,中值上侧极端,3,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,54.72,265,6.2038,2.7805,84.92,77.36,22.64,2.64,56.6,54.34,45.66,-0.7267,-0.3295
中值,middle,短期拉伸/回归,中值上侧偏离,3,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.14,2830,2.4036,1.1303,63.89,53.57,46.43,17.56,51.13,43.14,56.86,-0.0603,0.05
中值,middle,短期拉伸/回归,中值下侧极端,5,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,73.58,159,-6.3369,-2.8074,15.21,86.79,13.21,12.58,62.89,49.69,50.31,-1.1182,0.9588
中值,middle,短期拉伸/回归,中值下侧偏离,5,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,11.58,3101,-2.2896,-1.079,36,55.79,44.21,24.93,50.95,39.08,60.92,-0.122,0.0741
中值,middle,短期拉伸/回归,中值贴近中轴,5,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,76.84,1407,0.0055,0.0042,49.99,11.58,88.42,44.92,50.89,41.08,58.92,0.6321,-0.2442
中值,middle,短期拉伸/回归,中值上侧极端,5,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,73.58,265,6.2038,2.7805,84.92,86.79,13.21,8.3,63.02,58.49,41.51,-1.21,-0.5722
中值,middle,短期拉伸/回归,中值上侧偏离,5,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,7.64,2830,2.4036,1.1303,63.89,53.82,46.18,25.48,52.05,45.16,54.84,-0.085,0.0588
中值,middle,短期拉伸/回归,中值下侧极端,10,短期过冷,回归倾向强,适合观察反弹/空头止盈，不直接等于大趋势转多,如果大周期仍弱，只能当短线天气看,强,88.68,159,-6.3369,-2.8074,15.21,94.34,5.66,35.85,69.18,49.69,50.31,-1.8134,1.6363
中值,middle,短期拉伸/回归,中值下侧偏离,10,短期下侧偏离,回归倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,中,13.5,3096,-2.2891,-1.0785,36,56.75,43.25,39.34,51,39.21,60.79,-0.1412,0.1179
中值,middle,短期拉伸/回归,中值贴近中轴,10,短期贴近中轴,方向信息弱,不做均值回归依据，更多看波动是否扩张,贴近中轴时继续拉伸概率通常更高,强,78.96,1407,0.0055,0.0042,49.99,10.52,89.48,47.55,49.32,41.86,58.14,0.7682,-0.2615
中值,middle,短期拉伸/回归,中值上侧极端,10,短期过热,回落倾向强,适合观察追多降温/多头止盈，不直接等于做空信号,强趋势里极端可以延续，必须看波动和量能,强,85.66,265,6.2038,2.7805,84.92,92.83,7.17,21.51,58.87,60.75,39.25,-1.7565,-0.5822
中值,middle,短期拉伸/回归,中值上侧偏离,10,短期上侧偏离,轻微回落倾向,只做观察项，等待更极端或其他指标共振,优势不够大，不能单独触发策略,弱,8.84,2830,2.4036,1.1303,63.89,54.42,45.58,42.33,53,49.54,50.46,-0.1036,-0.0218
