kind,kindKey,role,state,horizon,weatherTag,ruleSignal,ruleUse,riskNote,confidence,probabilityEdgePct,occurrences,medianDeviationRate,medianDeviationAtr,medianPositionPct,returnCloserProbabilityPct,continueAwayProbabilityPct,crossBaselineProbabilityPct,reversionDirectionHitPct,atrUpProbabilityPct,atrDownProbabilityPct,medianDistanceChangeAtr,avgReturnPct
233MA,ma233,大周期天气过滤,233MA下侧极端,1,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,中,11.92,5048,-17.0153,-6.5006,42.54,44.04,55.96,0.04,50.02,33.44,66.56,0.085,-0.01
233MA,ma233,大周期天气过滤,233MA下侧偏离,1,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,弱,8.16,1298,-3.9353,-1.5042,60.39,45.92,54.08,5.55,48.54,37.29,62.71,0.04,-0.0708
233MA,ma233,大周期天气过滤,233MA贴近中轴,1,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,62.0,321,0.0458,0.0158,65.75,19.0,81.0,36.14,46.42,42.06,57.94,0.3182,-0.0761
233MA,ma233,大周期天气过滤,233MA上侧极端,1,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,6.62,3667,24.695,5.0054,78.65,46.69,53.31,0.0,50.64,42.73,57.27,0.0453,0.1098
233MA,ma233,大周期天气过滤,233MA上侧偏离,1,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,弱,3.92,1478,5.1328,1.5412,69.89,48.04,51.96,3.65,48.99,36.27,63.73,0.0375,0.1322
233MA,ma233,大周期天气过滤,233MA下侧极端,3,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,8.44,5048,-17.0153,-6.5006,42.54,45.78,54.22,0.18,48.67,37.58,62.42,0.1036,-0.0702
233MA,ma233,大周期天气过滤,233MA下侧偏离,3,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中,14.48,1298,-3.9353,-1.5042,60.39,42.76,57.24,11.71,48.31,40.68,59.32,0.1619,-0.0566
233MA,ma233,大周期天气过滤,233MA贴近中轴,3,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,73.84,321,0.0458,0.0158,65.75,13.08,86.92,40.19,49.22,46.11,53.89,0.6227,-0.0725
233MA,ma233,大周期天气过滤,233MA上侧极端,3,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,4.66,3665,24.6874,5.005,78.65,52.33,47.67,0.14,52.47,47.75,52.25,-0.0618,0.3427
233MA,ma233,大周期天气过滤,233MA上侧偏离,3,大周期偏强,顺势过滤,趋势策略可加权，均值回落只当降温提示,不是天然做空区域,中,10.7,1478,5.1328,1.5412,69.89,44.65,55.35,8.86,48.31,38.02,61.98,0.0978,0.3109
233MA,ma233,大周期天气过滤,233MA下侧极端,5,大周期弱势深水区,风险过滤,禁止仅凭超跌当买点，低吸必须等短期指标和波动确认,历史上继续远离 233MA 的概率不低,弱,4.64,5048,-17.0153,-6.5006,42.54,47.68,52.32,0.53,48.83,38.27,61.73,0.0817,-0.0987
233MA,ma233,大周期天气过滤,233MA下侧偏离,5,大周期偏弱,谨慎过滤,趋势多头降权，反弹策略需要更严格确认,未到极端，但大天气仍偏弱,中强,20.04,1298,-3.9353,-1.5042,60.39,39.98,60.02,16.02,45.84,39.6,60.4,0.2783,-0.1345
233MA,ma233,大周期天气过滤,233MA贴近中轴,5,大周期中轴附近,方向切换区,不做趋势天气判断，等待方向重新拉开,中轴附近容易出现反复,强,84.42,321,0.0458,0.0158,65.75,7.79,92.21,42.37,47.04,45.79,54.21,0.8841,0.0304
233MA,ma233,大周期天气过滤,233MA上侧极端,5,大周期强势高位,趋势过滤,不把高乖离直接当做空信号，更多提示追高风险,强势区可以长期维持在 233MA 上方,弱,7.46,3663,24.6799,5.0037,78.65,53.73,46.27,0.3,51.79,49.71,50.29,-0.1219,0.6229
